gene symbol,mean r-value,mean slope,H0351.2001 r-value,H0351.1012 r-value,H0351.2002 r-value,H0351.1016 r-value,H0351.1015 r-value,H0351.1009 r-value,t,p
ACAT2,0.050164,0.005303,-0.013033051638326141,-0.047184571519219884,0.14019863475991207,0.025212025119970095,0.094631575553474789,0.10115744371507113,1.5496393238,0.18191642627141993
ASIC2,-0.024592,-0.001414,0.047206768478591551,0.11647891895796962,0.010484324231266788,-0.10073476033823303,-0.13177418562524473,-0.089213002703392857,-0.364825295457,0.73016454750630344
ASIC1,0.016824,0.000442,-0.012570618721126494,-0.1118576893325299,-0.13592893124678232,0.11419427522736655,0.20934627607598166,0.037762135484525533,0.0888328869814,0.93266312496440762
ACHE,0.206651,0.020086,0.12670667219820503,0.22123347584741754,0.23267732896401247,0.29105056554248632,0.18286936872326837,0.1853687390020746,7.17195308476,0.00081970313501071612
ACLY,0.026109,0.001956,0.24794708712867317,0.024492209773383025,-0.071066725353249705,0.010316716028195018,-0.044019160818510157,-0.011019045398664449,0.498684564127,0.63916190730433753
ACO1,0.162394,0.016298,0.2534560047727526,0.27530984882009057,-0.0027050832343485046,0.27014169861801446,0.19377625239141558,-0.015615252600812698,2.77857259385,0.03896783656088719
ACR,0.101767,0.010157,0.34896218981364951,0.32984104443240303,0.065080590874181818,-0.085331974816645548,0.001476515123937985,-0.049425946578086688,1.31535756044,0.24547640552306876
ACO2,0.126288,0.011169,0.17425195592160486,0.099926036513637073,0.098789326285822723,0.23655660519094845,0.037386381954912874,0.11081768233019856,4.50140800948,0.0063912422624262466
ACOX1,-0.034578,-0.002618,0.0605926830661873,0.26555749970609283,-0.17062776218082101,-0.20081051532885361,-0.19482249016285422,0.032640050484073965,-0.362807517057,0.73158097819643431
ACP1,-0.098907,-0.009658,-0.1677663989809382,-0.140309949242303,-0.12260482388681013,-0.014924238250828545,-0.076466918074259052,-0.07137016352371256,-4.10213323297,0.0093353335363376214
ACP2,-0.007802,-0.00149,-0.19658853786517561,-0.18760728572019253,-0.080281147881746853,0.094507110891303051,0.15376393527905835,0.16939685119974776,-0.213692399252,0.83922751008905294
ACP5,-0.099117,-0.00918,-0.14300033298808795,-0.1221946129661627,-0.17133071439298839,-0.093187620849705152,-0.20510644035495326,0.14011604401884561,-1.73427526759,0.14339908951782607
ACPP,0.08236,0.008785,0.18474095315477071,0.20933896423519727,0.20323010788659898,0.085079315989020826,-0.050659860302612464,-0.13756802272254151,1.36683709916,0.22992719340945025
ACTA1,0.055728,0.006383,-0.025433781992233357,0.13576113405452825,0.17906921554540284,0.087003290662911445,0.083609552783236535,-0.12563936721604704,1.32873572541,0.2413441660669744
ACTA2,-0.001052,0.000276,-0.078342457743386829,0.057878065622250514,-0.034008163078590954,0.11753365907420948,-0.18337148149816385,0.11399614413922107,0.0586498923207,0.95550282518798435
ACTB,0.024162,0.003231,0.15591226384378495,0.17544957980070217,0.013219181308037214,-0.027864387687340158,-0.15464170904400296,-0.017102779124827348,0.671906960483,0.53143361897228625
ACTC1,0.062939,0.006423,-0.084061845498636337,0.070333572366594169,0.26140103879278975,0.071382930787369153,-0.1576070145617583,0.21618459285584049,1.10828153533,0.31818345967336326
ACTG1,0.022494,0.001519,0.1491359371073836,-0.17943622877024809,0.12479572344640646,0.14912487034264818,-0.070552631088339632,-0.038101374660281344,0.277778615094,0.79230212173989745
ACTG2,0.014108,0.001928,-0.023142020513368212,0.060472830311296022,0.0070262874861913103,0.10260713209209496,-0.19292352972266558,0.13060639684208525,0.401497650507,0.70463896418155436
ACTN4,0.07809,0.0065,0.018158416284736592,-0.076458700684913256,-0.023927683675690089,0.14871817002488963,0.26119388238088587,0.14085560623833376,1.3424738277,0.23716800602582516
ACTL6A,0.098292,0.010052,0.16305827783592258,0.13303010550118397,0.043041008060199261,-0.035966943942498553,0.027206099813761007,0.25938211361877922,2.24862423576,0.07440518928650959
ACTN1,-0.175474,-0.01849,-0.1591446190356432,-0.21316599979975839,-0.20764662198773792,-0.034829809074765412,-0.20501741050866157,-0.23304044843219179,-4.9994590949,0.0041066177091242427
ACTN2,-0.033642,-0.004539,-0.15780248859816681,-0.23162100939213337,-0.0054772796743997191,0.21359085536672034,0.029959968897176007,-0.050504577169876178,-0.759557250282,0.4817748047513481
ACVR1,0.111448,0.011842,-0.083501434129765711,0.40916717373885586,0.046327881709693701,0.19257066143579363,0.052214974165249353,0.051906153714467093,1.54000457529,0.18418527081357675
ACVR1B,-0.099208,-0.010094,-0.25862581993696165,-0.16725780175051672,-0.25753930584052243,0.045424883124960146,0.045168123568536125,-0.0024153155258239702,-1.77258796041,0.13649182016909447
ACVR2A,-0.267803,-0.026109,-0.35508630443705741,-0.39142720891058647,-0.23039377372983413,-0.10809856741624782,-0.36647313316049945,-0.15534065302673508,-4.82326347593,0.0047846966988545053
ACVR2B,-0.179387,-0.018589,-0.20967793172087512,-0.36283683921676313,-0.26351686424156784,-0.15804348529815127,-0.054816461476675904,-0.027428864153753039,-2.8533122474,0.035684920497207638
ACVRL1,0.076474,0.007762,0.087886042940138909,0.11845305049707795,0.071521882987030994,0.18728813963630964,-0.079997745366513773,0.073694496698819847,2.21554820869,0.077561231866632704
ACYP1,-0.090587,-0.009257,-0.095446033963466695,-0.21407028701912881,-0.083568452813980065,-0.034201226716595139,-0.033987669904663037,-0.082250967109118722,-2.5235849933,0.052942552492140825
ACYP2,0.278134,0.029652,0.35354945483430505,0.47002787184961181,0.095402122746294366,0.19350470262507458,0.35912282076615537,0.19719705097726203,3.9517999028,0.010831231111644888
ADA,0.052383,0.005166,0.061676179620542858,-0.027855282667369734,0.10123380271573536,-0.10313476143632774,0.097048339661021707,0.18533150643940541,1.29118335416,0.25310949662861287
ADAM8,-0.022846,-0.003986,0.26376202473728699,-0.18777772211787408,-0.10409573636376526,-0.0078218350469319436,0.054807717734278595,-0.15594821812821874,-0.643412550951,0.54830010103547644
ADAM10,0.003531,0.000236,-0.15549971060348908,0.14543396156131391,-0.1864228137076033,0.087281831821080555,0.096121914836829608,0.034273521557412943,0.0413385121003,0.96862597062963474
ADAR,0.027808,0.002613,0.11439999013151105,-0.13540156068482229,0.027671932127463193,0.23334476924640088,-0.03538122924625698,-0.03778407408457625,0.517445695947,0.62691477284237029
ADARB1,0.098455,0.008411,0.094686467652492112,-0.038149881268301558,-0.10533191614378117,0.29340978392203393,0.34587439960059529,0.00023948035886057353,1.2301534076,0.27335642070064203
ADARB2,-0.006664,-3.5e-05,-0.011355075267235717,0.069657931534238687,0.021157898753669083,-0.064045237521180881,-0.13798887915353786,0.082586660610048004,-0.0118953287422,0.99096916283278813
ADCY1,0.013514,0.001663,-0.17934645355165341,0.034652948826315762,-0.16202187576434965,0.01006258564887574,0.24791286743085791,0.12982486801637569,0.264539286398,0.8019228188418055
ADCY2,-0.06707,-0.007706,-0.0036664419197709607,-0.17921561803675595,-0.064449652274910035,0.10595756473202844,-0.10289633636573907,-0.15814997008791074,-1.71790229996,0.14645753446334467
ADCY3,0.091308,0.007302,0.20294633313149932,-0.14104763888192007,0.098420634734867229,0.20878763684127097,0.17728478835126596,0.001456212298207572,1.35864962622,0.23233715062865562
ADCY5,0.026786,0.002603,-0.1322680711345674,-0.17012318168683499,-0.0270115779529034,0.16777435895542678,0.20059880246037029,0.12174542543658604,0.425005097034,0.68850268361112765
ADCY6,0.014134,-0.000564,0.20256078726690027,-0.4084014211522366,0.013766625289057527,0.17294535437191888,0.095471667075310615,0.008460247099973877,-0.0586165958021,0.95552805227832294
ADCY7,-0.091806,-0.008219,-0.22712073498872454,-0.18706230309469254,0.094015497427196087,-0.03560187844422362,-0.11382047598890468,-0.081248830790781448,-1.87026461806,0.12037259023128422
ADCY8,-0.040376,-0.003525,-0.12389331399943217,-0.034863435297152356,-0.055782753211316143,-0.14580726817304684,0.14242192438718693,-0.02433191245278412,-1.0494175897,0.34203872054532192
ADCY9,0.238794,0.0219,0.39598464253013738,0.27741827137007491,0.25291274043392031,0.26483408685035187,0.19967731467783104,0.04193824957942751,4.52449672508,0.0062569991263177419
ADCYAP1,-0.164901,-0.015398,-0.22694790176313431,-0.099321996535183976,-0.027079099374504801,-0.068243129390535021,-0.28180053323642928,-0.28601490355774373,-3.67226312938,0.014409314177082421
ADCYAP1R1,-0.095229,-0.008349,-0.26554588308260768,0.15453511529175645,-0.20699183549787883,-0.094539545890735877,-0.11314828299327884,-0.045685294773662469,-1.41439423223,0.21638724677814775
ADD1,0.052406,0.002762,0.070805789517839238,-0.10506764801874648,-0.15276107239097111,0.15972921765097114,0.29873948337388972,0.042989540869894975,0.426262198819,0.68764493056891896
ADD2,-0.185178,-0.017331,-0.11684960260146636,-0.14666027653461036,-0.32799456565176244,-0.093284354610302891,-0.12608074769097441,-0.30019907674856755,-4.35479667235,0.0073260393520450679
ADD3,-0.013481,-0.002261,0.21936081967410248,-0.094374419133429477,-0.17196456894257137,-0.14875522786478582,0.040333091364402086,0.074516382084540547,-0.389978142118,0.71261180732979912
PLIN2,-0.018118,-0.00251,0.22507702132912977,-0.10596494459384695,-0.15884543678055468,-0.12175755166813911,0.0056663706068452585,0.047115924359128994,-0.464842325925,0.66158474099126208
ADH1C,0.01162,0.001099,0.15659522097172687,-0.060429348576990942,0.0637945315819404,0.036639811502155652,-0.14107770624236071,0.014198198557621593,0.286000963244,0.78634803229981531
ADH5,-0.00368,-0.000435,-0.05868746304035341,-0.072010179447479478,0.081743102742097798,0.071447718025152721,-0.074807230548396858,0.030232879688577016,-0.152870372086,0.88447819768530567
ADK,-0.036053,-0.003327,0.054273207755582753,-0.019200766463035833,-0.040680372591970791,-0.17748217989436621,-0.065668992683555846,0.032442100664151131,-1.12048018367,0.31342300721837563
ADM,0.172969,0.016732,0.43798455535545872,0.27335328169275974,0.014369409540408534,0.002281623318354172,0.10844169713547848,0.2013824723070704,2.59903520903,0.048305786094977633
ADORA1,0.050073,0.003907,0.07903756448969082,-0.17646583524711884,0.035217220276477897,0.12047301371940357,0.098776333125123586,0.14339798642592438,0.766039673749,0.4782374879175198
ADORA2B,-0.033196,-0.003198,0.14721754065086223,0.072403235467983745,-0.16230153423327306,-0.062430832654452713,-0.15114999193806919,-0.042915901746704135,-0.674731198963,0.52978096088753635
PARP1,0.08365,0.008258,0.26296511950347307,0.25391927673178438,0.069659367258429361,0.021987052326315138,-0.17846923452404528,0.071840490584932304,1.22756832067,0.27424559382971009
PARP4,0.092684,0.008752,0.19384399613961084,0.035941771954850606,0.041419672446153522,0.064430201305419488,0.031496196151099463,0.18897101129920404,3.11646982864,0.026357197866059952
ADRA1D,0.122416,0.011054,0.0058252484322357358,0.14037544976466221,0.19203500391421069,0.12457754470583628,0.14132582879956224,0.13035867122364897,4.73048524162,0.0051938672411767188
ADRA1B,-0.001227,0.00061,0.045787173610226828,0.13802429326821034,0.033955285288649009,0.0049408895202277744,-0.17324260843176426,-0.056826892119235854,0.130581874232,0.90119721386354656
ADRA1A,-0.022671,-0.001716,-0.16426534826273512,0.22840742523631188,-0.10161013738040012,-0.067241007180250514,-0.0010213889358651656,-0.03029849177789963,-0.294942861838,0.77989164349828977
ADRA2A,0.076551,0.007061,0.19989151414241541,0.24288843734180879,-0.056197014519903492,-0.044325590117773053,0.16695262374710379,-0.049901535889896355,1.24470017346,0.26840124057486081
ADRA2C,-0.102114,-0.008794,-0.15491948028873664,-0.046240565515703665,-0.0049927129883050071,-0.095005581267450845,-0.18960518748667488,-0.12192139614633046,-3.9809600868,0.010520666186528476
ADRB1,-0.131264,-0.012668,-0.13911345664866118,-0.11103574260670712,-0.033343694724855502,-0.13603167385801487,-0.20742772596146483,-0.16063181194322704,-6.02288384262,0.0018149422434199647
ADRB2,-0.101317,-0.010045,0.016720984712778109,-0.22568837405884043,-0.018187902623856854,-0.13398639175882626,-0.25984877539680168,0.013089371830536996,-2.02645090666,0.09855612446385531
GRK2,0.024458,0.001323,-0.034319104173104305,-0.14636760866015211,-0.078304097851419882,0.17245279410783154,0.15812080050978991,0.075166275569630139,0.240787171616,0.81928185792270891
GRK3,0.155664,0.013941,0.065043737656646394,0.16854986281072554,0.038085430333728035,0.19886160908368519,0.23161930134697437,0.2318229830781588,4.55274855958,0.006097166636175687
ADSL,-0.005481,-0.001673,-0.16275938653676184,-0.38447505757401224,0.13734833159799786,0.25889971010721319,0.13264414861030316,-0.014545021422472135,-0.178605526251,0.86525884567739575
ADSS,-0.051962,-0.004644,-0.21499324478486889,0.056328213848198305,-0.22499027451784634,0.005395862927089763,-0.042143503333008751,0.10862800486995704,-0.805997385374,0.45684968791181579
AP2A1,0.029764,0.002188,0.063289759434561235,-0.023862177876283804,-0.17305496344178703,0.046738587279706513,0.24895202224479437,0.016519801780182981,0.416405930411,0.69438429515595668
AP2A2,-0.05675,-0.005855,0.051758071521558244,0.010761698818035513,-0.18728210256302505,-0.083860359025238917,0.053809888528790317,-0.18568646789430807,-1.30457753208,0.24885363649912248
AP1B1,0.092291,0.007347,0.11026652585697481,-0.15911950711633191,0.041807414900869498,0.24641588024255012,0.29039427747684687,0.023979234171220925,1.12197286433,0.31284476296851071
AP2B1,-0.04725,-0.003947,-0.16261195561246636,0.12253867783299625,0.024731002758396695,0.0096788364774402346,-0.12288506939928713,-0.1549502089369405,-0.82359026544,0.44766073040932469
AP1G1,0.027655,0.002594,0.23215108128496245,0.11803714709538619,-0.044468996273360581,-0.015392048565376766,-0.10540258639468544,-0.018995144467768444,0.576188404194,0.58945155309570074
AEBP1,-0.082993,-0.007706,-0.093493821932256402,0.0126617479260297,-0.18848582887453696,-0.019145187041275335,-0.22499789498344541,0.015505343603528779,-1.90652646621,0.11489710400770926
AES,-0.003868,-0.001788,-0.0019237773460096246,-0.1365864516023042,-0.11506837547990036,0.14403924073545391,0.021483542538682975,0.064846545890030763,-0.379859659003,0.71964950910762515
AFG3L1P,-0.085893,-0.009146,0.065307658590319589,-0.27522044170673599,-0.29525645129331957,-0.11713163949907891,0.093471985511829628,0.013472332895927383,-1.24391684682,0.26866598714204504
AGA,0.087704,0.009032,0.047176413645340969,0.064472861222772126,0.20344933983559182,0.00075853641789415448,0.011003666830348724,0.19936072240344033,2.36865802409,0.064059197847578242
ACAN,0.377912,0.037831,0.51651669680732248,0.47282889612619439,0.2437923201699268,0.35368272882548568,0.36456148895773915,0.31609204403248314,9.00561150759,0.00028184419166853814
AGER,-0.045485,-0.003538,0.01762221921076193,0.13541880817773086,-0.2148030386781104,-0.1723963072999658,-0.078379043377571442,0.039626239622841349,-0.654272874677,0.5418304884674161
AGL,0.028471,0.003335,-0.0030777425823126652,0.41675760629327041,-0.18578418121488408,-0.10776260303271436,0.017937903684813981,0.032757149208269526,0.394271795508,0.70963515934740606
JAG1,-0.16553,-0.01629,-0.18806896730148598,-0.022791227648374619,-0.34216441466990632,0.060762724284348764,-0.22522354696088578,-0.27569463416834689,-2.53445627064,0.052245432886860975
AGT,-0.025892,-0.001815,0.26434642394470842,0.0086930879399347745,-0.18771268620142489,-0.11902295944702856,-0.26384657467529748,0.14219132591933584,-0.24000388256,0.8198563890057935
APLNR,-0.031096,-0.003048,0.059541192555270676,-0.036413552064824675,-0.11450486768463297,-0.072453245562791938,-0.10596768254096779,0.083222450603984782,-0.875328810506,0.42144631013563488
AGXT,0.09254,0.009303,0.22153500770138287,0.16556833943918731,0.016355947446317482,0.18889776186126794,-0.088842552048155152,0.051726093593614957,1.97365100333,0.10543054188946514
NR0B1,-0.101177,-0.009705,-0.094971657297444875,-0.23409727410465572,0.11691166881858085,-0.15906244300375111,-0.026361134514046484,-0.20947881058835993,-1.6895278024,0.15191393284382035
AHCY,0.07835,0.007191,0.16304924089959838,0.0093409350851868193,0.17527852680776382,-0.014118772884321356,-0.045090738157690505,0.18164094069503667,1.79420749137,0.13274388136112389
AHR,-0.173573,-0.018154,0.039610529745147484,-0.36551041141204449,-0.10088067541271492,-0.1880075980435138,-0.23337587980967792,-0.19327180936933658,-2.6401870331,0.045965841241807907
AHSG,-0.035366,-0.004156,-0.026400496295661196,-0.22873456375321286,0.05143771494362373,0.059209454004246549,-0.10372838942666961,0.036021826766401831,-0.81322178971,0.45305941691428897
AIF1,-0.147134,-0.013,-0.21776980390039477,-0.12745562511239175,-0.11032126520504729,-0.19347711148514637,-0.21732874293649088,-0.016450016800161314,-4.89756236465,0.0044839505270170936
AK1,0.220637,0.022735,0.16673393189775626,0.21645489640827945,0.067602979581157838,0.25401998019051897,0.30101273487108032,0.31799902242589589,5.81591902137,0.0021214260528573262
